ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
124435,356500,3.625,-0.0897,1967.76,360,448000,7740,710,79.57589286,47,type1,p4,l1,45-54,North,pr,nob/c,0
124436,336500,3.75,0.2112,6290,324,488000,5820,870,68.95491803,47,type1,p4,l1,35-44,North,pr,nob/c,0
124437,476500,NULL,NULL,NULL,300,2008000,6120,886,23.73007968,42,type1,p3,l1,55-64,North,pr,nob/c,1
124438,236500,4.5,1.4679,6935.75,360,258000,3960,542,91.66666667,47,type1,p1,l1,65-74,North,pr,nob/c,0
124439,106500,4.375,1.2327,2625,180,618000,3240,813,17.23300971,32,type1,p3,l1,65-74,south,pr,nob/c,0
124440,406500,3.75,0.1586,0,360,558000,5220,513,72.84946237,36,type1,p4,l1,45-54,North,pr,nob/c,0
124441,296500,4.99,1.2105,7622.94,360,408000,7320,840,72.67156863,38,type1,p3,l1,55-64,south,pr,nob/c,0
124442,426500,4,-0.0531,0,360,478000,7920,894,89.22594142,33,type1,p4,l1,25-34,south,pr,nob/c,0
124443,486500,4.375,0.7225,9342.87,360,598000,5460,836,81.35451505,41,type1,p4,l2,65-74,south,pr,nob/c,0
124444,336500,3.375,0.2713,9991.25,360,378000,3240,541,89.02116402,57,type1,p1,l1,45-54,south,pr,nob/c,0
124445,436500,4.5,0.5388,8600,360,618000,7440,659,70.63106796,43,type1,p3,l1,35-44,North,pr,nob/c,0
124446,536500,3.99,0.2063,59.07,360,728000,8160,866,73.69505495,34,type1,p4,l1,25-34,south,pr,nob/c,0
124447,226500,3.625,0.8553,3183.89,360,278000,5760,654,81.47482014,30,type2,p3,l1,55-64,south,pr,b/c,0
124448,216500,4.625,1.6441,1052.26,360,258000,8760,584,83.91472868,36,type2,p3,l1,45-54,North,pr,b/c,0
124449,336500,3.5,-0.0796,1665.15,360,448000,3960,607,75.11160714,42,type1,p4,l1,45-54,south,pr,nob/c,0
124450,256500,3.75,0.1155,399.75,360,348000,3840,793,73.70689655,20,type1,p4,l1,25-34,North,pr,nob/c,0
124451,266500,4.75,0.4832,0,360,278000,4260,758,95.86330935,38,type1,p1,l1,25-34,south,pr,nob/c,0
124452,116500,4.375,0.8981,3646.83,360,138000,1800,591,84.42028986,33,type2,p1,l1,35-44,North,pr,b/c,0
124453,256500,4.75,1.1034,0,360,438000,4440,787,58.56164384,45,type2,p4,l2,35-44,south,pr,b/c,0
124454,106500,4.99,1.2525,0,360,208000,1320,696,51.20192308,41,type1,p3,l1,45-54,south,pr,nob/c,0
124455,486500,4.99,1.2501,3971.58,360,768000,3900,727,63.34635417,49,type1,p4,l1,65-74,south,ir,nob/c,0
124456,66500,NULL,NULL,NULL,180,78000,6600,564,85.25641026,26,type1,p1,l2,45-54,North,sr,nob/c,1
124457,116500,4.625,1.1273,NULL,360,138000,3000,544,84.42028986,32,type1,p4,l1,35-44,south,pr,nob/c,0
124458,236500,3.875,0.4808,5759.36,360,288000,8340,745,82.11805556,21,type1,p1,l1,55-64,North,pr,nob/c,0
124459,196500,3.25,-0.3343,6472.25,360,228000,4620,735,86.18421053,30,type3,p3,l1,25-34,North,pr,nob/c,0
124460,206500,NULL,NULL,NULL,300,258000,2220,873,80.03875969,51,type1,p3,l2,45-54,south,pr,nob/c,1
124461,366500,4.5,0.4532,1072.69,360,388000,11220,846,94.45876289,24,type1,p1,l1,45-54,North,pr,nob/c,0
124462,56500,4.5,1.3728,1073.7,360,58000,2940,516,97.4137931,26,type3,p3,l1,55-64,south,pr,nob/c,0
124463,206500,3.75,0.6321,2000,180,358000,5700,884,57.68156425,29,type1,p4,l1,45-54,North,pr,nob/c,0
124464,476500,4,-0.1851,1319.75,180,878000,7440,582,54.27107062,44,type1,p1,l1,35-44,south,pr,nob/c,0
124465,896500,NULL,NULL,NULL,360,NULL,8040,767,NULL,NULL,type1,p1,l1,55-64,central,pr,nob/c,1
124466,316500,3.75,0.8706,5005.97,360,368000,5460,771,86.00543478,39,type2,p3,l1,25-34,south,pr,b/c,0
124467,326500,3.49,-0.3136,574.26,360,338000,NULL,820,96.59763314,NULL,type3,p4,l1,45-54,North,pr,nob/c,0
124468,256500,4.56,0.2329,1150,360,458000,3720,773,56.00436681,41,type1,p3,l2,65-74,south,pr,nob/c,0
124469,176500,4.99,0.8834,968.75,360,298000,2640,502,59.22818792,36,type1,p3,l2,35-44,North,pr,nob/c,0
124470,236500,4.625,0.9993,3177.59,360,288000,2520,581,82.11805556,59,type2,p3,l1,35-44,North,pr,b/c,0
124471,536500,4.18,-0.0861,216.28,360,658000,8760,581,81.53495441,39,type1,p4,l1,45-54,south,pr,nob/c,0
124472,436500,4.875,1.4528,9323.8,360,818000,4920,817,53.36185819,37,type1,p2,l1,45-54,North,ir,nob/c,0
124473,606500,4,-0.1193,0,360,948000,8700,776,63.97679325,38,type1,p4,l1,35-44,south,pr,nob/c,0
124474,66500,NULL,NULL,NULL,360,NULL,1320,738,NULL,NULL,type1,p1,l1,65-74,south,pr,nob/c,1
124475,296500,NULL,NULL,NULL,360,NULL,3780,887,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
124476,466500,4.25,-0.0229,7661.38,360,808000,7380,510,57.73514851,44,type1,p4,l1,45-54,south,pr,nob/c,0
124477,366500,NULL,NULL,NULL,360,558000,3420,531,65.68100358,61,type1,p3,l2,25-34,south,pr,nob/c,1
124478,116500,4.5,1.047,1727.72,360,138000,1320,713,84.42028986,46,type2,p3,l1,>74,North,pr,b/c,0
124479,486500,NULL,NULL,NULL,360,NULL,22320,635,NULL,NULL,type1,p1,l1,35-44,North,pr,nob/c,1
124480,106500,4.375,1.3782,2777,120,438000,7500,537,24.31506849,38,type1,p3,l1,65-74,south,pr,nob/c,0
124481,186500,4.625,1.6387,1840,360,258000,4680,724,72.28682171,35,type2,p3,l1,35-44,central,pr,b/c,0
124482,666500,3.875,0.1697,213.12,360,1108000,14220,514,60.1534296,44,type1,p4,l1,35-44,south,pr,nob/c,0
124483,436500,3.375,0.2937,0,360,528000,7560,871,82.67045455,39,type2,p3,l1,65-74,south,pr,b/c,0
124484,226500,3.5,-0.2991,620.21,360,578000,9540,862,39.18685121,28,type1,p4,l1,35-44,North,pr,nob/c,0
124485,126500,3.99,1.2309,2464.99,360,208000,2100,596,60.81730769,44,type2,p3,l1,45-54,North,pr,b/c,0
124486,356500,4,0.2451,0,360,758000,11040,551,47.03166227,45,type1,p4,l1,55-64,North,pr,nob/c,0
124487,476500,3.125,-0.277,9554,360,508000,11040,706,93.7992126,24,type1,p1,l1,55-64,North,pr,nob/c,0
124488,426500,3.125,-0.061,1890,180,738000,7980,692,57.79132791,36,type1,p4,l1,25-34,south,pr,nob/c,0
124489,216500,3.625,0.5597,3378.85,240,538000,5340,707,40.24163569,22,type1,p4,l1,35-44,North,pr,nob/c,0
124490,466500,4,0.1489,914.62,360,628000,11940,534,74.28343949,40,type1,p1,l1,35-44,south,ir,nob/c,0
124491,316500,3.125,0.0801,3961.5,180,538000,7200,767,58.82899628,46,type1,p4,l1,45-54,south,pr,nob/c,0
124492,246500,4.375,0.429,4925,360,428000,7980,682,57.59345794,26,type1,p3,l1,35-44,North,pr,nob/c,0
124493,106500,4.75,0.472,NULL,360,738000,6540,668,14.43089431,41,type1,p3,l2,65-74,North,pr,nob/c,0
124494,156500,NULL,NULL,NULL,360,178000,3360,698,87.92134831,59,type1,p3,l1,25-34,North,pr,nob/c,1
124495,216500,3.5,-0.0106,3987.5,360,378000,2400,566,57.27513228,47,type1,p3,l1,65-74,south,pr,nob/c,0
124496,226500,5.25,1.2269,3490,360,288000,18240,667,78.64583333,44,type1,p1,l2,45-54,North,ir,nob/c,0
124497,366500,3.125,-0.1025,0,180,1108000,8880,629,33.07761733,29,type1,p4,l1,65-74,south,pr,nob/c,0
124498,326500,3.5,0.324,6889,360,348000,7320,815,93.82183908,28,type1,p4,l1,25-34,central,pr,nob/c,0
124499,256500,NULL,NULL,NULL,360,NULL,4380,821,NULL,NULL,type1,p3,l1,65-74,south,pr,nob/c,1
124500,96500,NULL,NULL,NULL,360,NULL,2220,514,NULL,NULL,type1,p1,l1,25-34,south,pr,nob/c,1
124501,476500,4.375,0.5988,4400,300,708000,20460,659,67.30225989,28,type1,p4,l1,35-44,south,ir,nob/c,0
124502,126500,4.375,0.9872,3320.49,180,208000,3240,692,60.81730769,37,type1,p3,l1,45-54,North,pr,nob/c,0
124503,266500,4.125,0.6646,2550,180,338000,6060,822,78.84615385,45,type1,p3,l1,55-64,south,pr,nob/c,0
124504,196500,3.875,0.3397,4238,360,248000,2640,783,79.23387097,37,type1,p3,l1,35-44,North,pr,nob/c,0
124505,176500,NULL,NULL,NULL,360,188000,NULL,514,93.88297872,NULL,type2,p4,l1,45-54,south,pr,b/c,1
124506,166500,4.5,0.9743,3578.22,360,198000,4800,709,84.09090909,39,type2,p2,l1,65-74,North,pr,b/c,0
124507,556500,4.625,1.823,2096.94,360,568000,10800,891,97.97535211,37,type2,p1,l1,45-54,North,pr,b/c,0
124508,116500,NULL,NULL,NULL,180,188000,2400,507,61.96808511,47,type1,p4,l1,45-54,south,pr,nob/c,1
124509,276500,3.25,-0.0593,4706.1,360,408000,4800,750,67.76960784,36,type1,p3,l1,25-34,North,pr,nob/c,0
124510,236500,3.99,0.4373,543,360,268000,3060,518,88.24626866,36,type1,p4,l1,35-44,south,pr,nob/c,0
124511,426500,4.375,0.33,4148.32,360,998000,8040,801,42.73547094,30,type1,p3,l1,55-64,North,pr,nob/c,0
124512,136500,3.99,0.6528,4312.5,360,158000,2700,584,86.39240506,39,type1,p1,l1,55-64,south,pr,nob/c,0
124513,226500,NULL,NULL,NULL,360,308000,6060,753,73.53896104,46,type1,p4,l1,>74,North,pr,nob/c,1
124514,486500,4.18,0.0375,8374.75,360,708000,15120,548,68.71468927,25,type1,p3,l1,55-64,south,pr,nob/c,0
124515,76500,4.99,1.1755,2537.5,360,148000,900,556,51.68918919,44,type1,p3,l1,>74,North,pr,nob/c,0
124516,226500,NULL,NULL,NULL,360,NULL,3420,811,NULL,NULL,type1,p1,l1,<25,North,pr,nob/c,1
124517,226500,3.75,0.2782,4597,180,378000,5160,709,59.92063492,41,type1,p3,l1,45-54,North,pr,nob/c,0
124518,186500,NULL,NULL,NULL,360,NULL,1980,860,NULL,NULL,type3,p3,l1,>74,south,pr,nob/c,1
124519,266500,3.75,0.0882,0,360,298000,3600,674,89.4295302,32,type1,p1,l1,35-44,North,pr,nob/c,0
124520,236500,3.625,0.0151,1125.19,360,298000,3240,795,79.36241611,42,type1,p4,l1,25-34,south,pr,nob/c,0
124521,156500,NULL,NULL,NULL,360,NULL,0,607,NULL,NULL,type2,p4,l1,35-44,south,pr,b/c,1
124522,306500,NULL,NULL,NULL,360,318000,3000,711,96.3836478,53,type2,p3,l1,35-44,North,pr,b/c,1
124523,366500,3.5,0.5864,5345.26,180,558000,6300,663,65.68100358,46,type1,p3,l1,55-64,North,pr,nob/c,0
124524,486500,NULL,NULL,NULL,360,498000,5220,611,97.69076305,49,type2,p1,l1,45-54,North,pr,b/c,1
124525,146500,4.99,1.2096,1989.45,360,178000,1860,894,82.30337079,48,type2,p3,l1,45-54,south,pr,b/c,0
124526,116500,3.99,1.0833,3126.43,96,238000,5520,661,48.94957983,37,type1,p3,l1,55-64,south,pr,nob/c,0
124527,676500,4.25,0.0514,7160.96,360,848000,9900,818,79.7759434,45,type1,p1,l1,45-54,North,pr,nob/c,0
124528,356500,NULL,NULL,NULL,360,428000,5940,545,83.29439252,46,type1,p4,l1,55-64,south,pr,nob/c,1
124529,556500,4.375,0.2925,0,360,938000,31140,676,59.32835821,42,type1,p3,l2,>74,North,pr,nob/c,0
124530,196500,4.375,0.727,3605.49,360,228000,2700,881,86.18421053,61,type2,p3,l1,65-74,North,pr,b/c,0
124531,546500,4.875,0.4834,645.83,360,688000,6960,539,79.43313953,49,type1,p4,l1,55-64,North,pr,nob/c,0
124532,196500,3.625,0.2433,NULL,180,338000,3540,610,58.13609467,36,type1,p4,l1,65-74,North,pr,nob/c,0
124533,236500,NULL,NULL,NULL,360,NULL,3600,849,NULL,NULL,type3,p3,l1,65-74,North,pr,nob/c,1
124534,366500,3,-0.6148,716.39,360,378000,NULL,517,96.95767196,NULL,type3,p4,l1,45-54,North,pr,nob/c,0
124535,256500,NULL,NULL,NULL,360,NULL,3900,841,NULL,NULL,type2,p3,l1,55-64,North,pr,b/c,1
124536,316500,3.75,0.2345,5500.1,360,418000,3540,659,75.71770335,39,type1,p3,l1,55-64,south,pr,nob/c,0
124537,486500,2.875,-0.2811,5093.5,180,708000,21000,576,68.71468927,32,type1,p3,l1,45-54,south,pr,nob/c,0
124538,316500,NULL,NULL,NULL,360,338000,8580,812,93.63905325,24,type1,p1,l1,35-44,south,pr,nob/c,1
124539,236500,3.75,0.2025,6300.13,360,388000,4560,509,60.95360825,57,type3,p3,l1,55-64,south,pr,nob/c,0
124540,366500,3.75,0.0186,1618.29,360,518000,5400,869,70.75289575,31,type1,p3,l1,45-54,North,pr,nob/c,0
124541,406500,3.99,-0.2431,0,360,478000,5640,659,85.041841,34,type1,p4,l1,35-44,North,pr,nob/c,0
124542,636500,4.25,0.3117,0,360,628000,7980,710,101.3535032,47,type3,p1,l1,55-64,North,pr,nob/c,0
124543,196500,4.625,1.9964,1229.09,360,208000,3300,811,94.47115385,51,type2,p1,l1,55-64,central,pr,b/c,0
124544,266500,4.5,0.4814,4186.25,360,408000,2460,829,65.31862745,49,type1,p3,l1,35-44,south,pr,nob/c,0
124545,776500,NULL,NULL,NULL,300,1078000,7500,691,72.03153989,56,type1,p3,l2,35-44,south,pr,nob/c,1
124546,486500,5.25,0.8797,0,360,738000,11760,714,65.92140921,49,type1,p3,l2,45-54,North,ir,nob/c,0
124547,446500,3.5,-0.0215,6000,360,518000,10500,506,86.1969112,13,type1,p4,l1,35-44,North,pr,nob/c,0
124548,426500,2.75,-0.1461,9685,180,828000,14400,625,51.50966184,38,type1,p4,l1,55-64,North,pr,nob/c,0
124549,226500,NULL,NULL,NULL,360,228000,4860,668,99.34210526,35,type2,p1,l1,65-74,North,pr,b/c,1
124550,286500,4.99,1.4751,5719.61,360,318000,9300,872,90.09433962,39,type2,p1,l1,35-44,North,pr,b/c,0
124551,206500,NULL,NULL,NULL,360,328000,2400,838,62.95731707,44,type1,p3,l1,55-64,North,pr,nob/c,1
124552,436500,4.25,0.3841,7705.4,360,448000,8700,688,97.43303571,48,type1,p1,l1,25-34,south,pr,nob/c,0
124553,456500,5.375,1.023,1150,360,638000,9480,778,71.55172414,42,type1,p3,l2,45-54,North,pr,nob/c,0
124554,286500,NULL,NULL,NULL,360,328000,5580,737,87.34756098,41,type2,p3,l1,45-54,North,pr,b/c,1
124555,326500,4.375,0.0643,4380,360,638000,6360,864,51.17554859,25,type1,p3,l1,55-64,south,pr,nob/c,0
124556,236500,3.5,-0.2107,0,360,3008000,4980,770,7.862367021,36,type1,p4,l1,65-74,North,pr,nob/c,0
124557,196500,3.625,0.7094,3386.96,360,228000,2400,539,86.18421053,58,type2,p3,l1,55-64,North,pr,b/c,0
124558,186500,NULL,NULL,NULL,360,308000,3540,898,60.55194805,20,type1,p1,l1,25-34,south,pr,nob/c,1
124559,496500,3.375,0.07,1235,360,638000,6600,814,77.82131661,44,type3,p3,l1,35-44,south,pr,nob/c,0
124560,476500,NULL,NULL,NULL,360,508000,NULL,723,93.7992126,NULL,type2,p4,l1,45-54,North,pr,b/c,1
124561,296500,4.25,-0.3568,1422.15,360,648000,2880,738,45.75617284,55,type3,p3,l1,55-64,south,pr,nob/c,0
124562,126500,4.75,0.9056,178.61,240,278000,8340,806,45.50359712,8,type1,p3,l1,55-64,south,pr,nob/c,0
124563,226500,NULL,NULL,NULL,360,238000,2100,550,95.16806723,52,type1,p1,l1,55-64,North,pr,nob/c,1
124564,206500,3.875,0.29,0,360,608000,5700,830,33.96381579,20,type1,p4,l1,>74,south,pr,nob/c,0
124565,626500,3.75,0.0678,484.38,360,698000,8520,801,89.75644699,41,type1,p1,l1,45-54,south,pr,nob/c,0
124566,526500,2.99,-0.0381,7775,180,1008000,11460,805,52.23214286,35,type1,p4,l1,45-54,North,pr,nob/c,0
124567,236500,NULL,NULL,NULL,360,308000,5160,900,76.78571429,45,type1,p4,l1,65-74,south,sr,nob/c,1
124568,486500,4.25,-0.0493,9804.38,360,938000,16920,620,51.86567164,31,type1,p3,l1,55-64,south,pr,nob/c,0
124569,596500,NULL,NULL,NULL,360,NULL,11340,858,NULL,NULL,type1,p1,l1,35-44,south,pr,nob/c,1
124570,96500,4.375,0.871,3098.75,360,118000,4080,678,81.77966102,27,type1,p1,l1,65-74,south,pr,nob/c,0
124571,336500,NULL,NULL,NULL,180,438000,5580,620,76.82648402,43,type1,p4,l1,25-34,North,pr,nob/c,1
124572,206500,3.625,1.0877,631.08,360,208000,3840,628,99.27884615,48,type2,p1,l1,35-44,North,pr,b/c,0
124573,296500,NULL,NULL,NULL,360,588000,2700,854,50.42517007,19,type1,p4,l1,55-64,North,pr,nob/c,1
124574,406500,3.125,-0.4639,456.72,360,668000,NULL,653,60.85329341,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
124575,106500,3.5,0.7714,2965,180,188000,3780,651,56.64893617,42,type1,p3,l1,55-64,North,pr,nob/c,0
124576,596500,3.625,0.1187,5917.8,360,758000,8400,818,78.6939314,31,type1,p4,l1,45-54,North,pr,nob/c,0
124577,106500,NULL,NULL,NULL,360,118000,2700,895,90.25423729,40,type2,p4,l1,65-74,North,pr,b/c,1
124578,206500,NULL,NULL,NULL,360,258000,NULL,511,80.03875969,NULL,type2,p4,l1,55-64,North,pr,b/c,1
124579,176500,NULL,NULL,NULL,360,168000,2460,656,105.0595238,45,type1,p2,l1,35-44,south,ir,nob/c,1
124580,326500,4.5,0.8191,3670.22,360,478000,7080,594,68.30543933,23,type1,p3,l1,55-64,south,pr,nob/c,0
124581,196500,3.99,0.5561,3443.64,360,288000,3660,648,68.22916667,37,type1,p4,l1,55-64,south,pr,nob/c,0
124582,416500,3.25,-0.468,0,360,418000,5160,599,99.64114833,51,type3,p1,l1,25-34,south,pr,nob/c,0
124583,206500,NULL,NULL,NULL,360,218000,3600,516,94.72477064,51,type2,p4,l1,55-64,south,pr,b/c,1
124584,236500,NULL,NULL,NULL,300,228000,NULL,675,103.7280702,NULL,type3,p4,l1,45-54,North,pr,nob/c,1
124585,156500,3.99,0.425,100,360,238000,2580,549,65.75630252,43,type1,p4,l1,35-44,North,pr,nob/c,0
124586,226500,3.99,-0.3569,618.98,360,908000,3000,651,24.94493392,47,type1,p4,l1,45-54,south,pr,nob/c,0
124587,306500,4.75,0.4702,3455.13,360,348000,4920,685,88.07471264,38,type1,p1,l1,45-54,south,pr,nob/c,0
124588,376500,3.99,0.3987,6362.25,312,518000,6000,788,72.68339768,36,type1,p3,l1,55-64,North,pr,nob/c,0
124589,696500,4.125,0.8441,0,360,718000,14040,595,97.00557103,36,type2,p1,l1,55-64,south,pr,b/c,0
124590,146500,4.99,0.9884,1878,360,188000,1500,781,77.92553191,45,type1,p3,l1,65-74,North,pr,nob/c,0
124591,426500,3.125,-0.4236,0,360,438000,NULL,565,97.37442922,NULL,type3,p4,l1,55-64,North,pr,nob/c,0
124592,206500,NULL,NULL,NULL,360,318000,4440,607,64.93710692,49,type1,p3,l1,45-54,North,ir,nob/c,1
124593,226500,3.75,0.2899,4379.23,360,338000,4320,774,67.01183432,40,type1,p4,l1,25-34,south,pr,nob/c,0
124594,726500,3.56,0.1415,9127.9,360,768000,11520,514,94.59635417,31,type1,p4,l1,35-44,North,pr,nob/c,0
124595,406500,3.99,1.0134,0,360,468000,10800,662,86.85897436,43,type2,p1,l1,45-54,south,pr,b/c,0
124596,156500,3.375,-0.0535,3747.73,360,218000,1500,709,71.78899083,40,type3,p3,l1,55-64,North,pr,nob/c,0
124597,686500,NULL,NULL,NULL,360,918000,6600,764,74.78213508,60,type1,p3,l1,35-44,south,pr,nob/c,1
124598,246500,3.99,0.4289,3612.56,360,358000,5880,583,68.8547486,25,type1,p4,l1,55-64,south,pr,nob/c,0
124599,506500,NULL,NULL,NULL,360,628000,6960,526,80.65286624,47,type1,NULL,l1,45-54,North,pr,nob/c,1
124600,466500,4.875,0.546,950,360,628000,15480,767,74.28343949,36,type1,p1,l1,45-54,south,ir,nob/c,0
124601,96500,4.5,1.1723,201,360,108000,3300,782,89.35185185,50,type2,p3,l1,45-54,south,pr,b/c,0
124602,296500,NULL,NULL,NULL,360,358000,5520,558,82.82122905,26,type1,p3,l1,35-44,south,pr,nob/c,1
124603,226500,4.125,0.5084,1250,360,358000,6480,539,63.26815642,40,type1,p3,l1,55-64,North,pr,nob/c,0
124604,96500,4.625,1.1648,3571.58,360,148000,2280,561,65.2027027,40,type1,p3,l1,35-44,south,pr,nob/c,0
124605,556500,4,0.3646,7630.02,360,588000,12000,748,94.64285714,24,type1,p1,l1,35-44,south,pr,nob/c,0
124606,276500,3.75,0.6323,0,360,318000,11400,794,86.94968553,56,type2,p3,l1,45-54,south,pr,b/c,0
124607,396500,4.5,0.662,0,240,708000,5760,714,56.00282486,41,type1,p3,l1,45-54,south,pr,nob/c,0
124608,396500,3.5,-0.105,0,360,838000,10980,743,47.3150358,28,type1,p4,l1,>74,North,pr,nob/c,0
124609,256500,NULL,NULL,NULL,360,298000,5880,761,86.0738255,23,type1,p3,l1,65-74,North,pr,nob/c,1
124610,546500,3.875,0.1902,1857.43,360,738000,9000,654,74.05149051,40,type1,p4,l1,45-54,south,pr,nob/c,0
124611,556500,NULL,NULL,NULL,360,678000,NULL,712,82.07964602,NULL,type3,p4,l1,35-44,south,pr,nob/c,1
124612,956500,NULL,NULL,NULL,360,1028000,11880,774,93.04474708,42,type1,p4,l1,35-44,south,pr,nob/c,1
124613,646500,4,-0.0958,0,360,948000,10740,573,68.19620253,42,type1,p4,l1,35-44,south,pr,nob/c,0
124614,156500,3.25,0.5586,6140.43,180,648000,3720,877,24.15123457,37,type3,p3,l1,65-74,south,pr,nob/c,0
124615,136500,3.99,0.7794,872.81,360,148000,3300,898,92.22972973,38,type1,p4,l1,35-44,North,pr,nob/c,0
124616,196500,4.25,0.943,729.25,360,208000,4500,547,94.47115385,45,type2,p1,l1,25-34,North,pr,b/c,0
124617,1156500,NULL,NULL,NULL,360,NULL,28800,560,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
124618,106500,NULL,NULL,NULL,300,808000,23220,695,13.18069307,18,type1,p2,l2,>74,south,pr,nob/c,1
124619,326500,2.99,-0.4653,4724.29,360,338000,NULL,667,96.59763314,NULL,type3,p4,l1,45-54,south,pr,nob/c,0
124620,276500,3.75,0.2461,8757.5,336,458000,5220,561,60.37117904,26,type1,p3,l1,55-64,south,pr,nob/c,0
124621,416500,3.625,0.8445,0,360,498000,NULL,728,83.63453815,NULL,type2,p4,l1,65-74,North,pr,b/c,0
124622,166500,NULL,NULL,NULL,360,NULL,4320,705,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
124623,916500,5.375,1.2895,0,360,1578000,11760,525,58.07984791,61,type1,p3,l1,55-64,North,pr,nob/c,0
124624,296500,4.56,0.5356,4473.16,360,408000,4800,632,72.67156863,40,type1,p4,l1,65-74,south,pr,nob/c,0
124625,726500,3.99,0.3652,12517.5,360,1038000,41700,565,69.99036609,17,type1,p1,l1,55-64,south,ir,nob/c,0
124626,566500,4.5,0.2348,3443.8,360,1158000,9360,789,48.92055268,41,type1,p3,l1,55-64,south,pr,nob/c,0
124627,96500,NULL,NULL,NULL,240,NULL,2100,897,NULL,NULL,type3,p3,l1,65-74,North,pr,nob/c,1
124628,266500,3.99,0.4402,2679.18,360,428000,6360,899,62.26635514,29,type1,p4,l1,55-64,central,pr,nob/c,0
124629,126500,5.375,1.1998,2425,360,178000,16800,615,71.06741573,10,type1,p1,l1,55-64,North,ir,nob/c,0
124630,166500,3.99,0.9899,2499.5,240,198000,3360,889,84.09090909,33,type1,p4,l1,35-44,south,pr,nob/c,0
124631,186500,NULL,NULL,NULL,180,378000,9000,759,49.33862434,23,type1,p3,l1,55-64,North,pr,nob/c,1
124632,166500,4.5,1.0978,3934.46,300,248000,3360,604,67.13709677,36,type2,p3,l1,45-54,North,pr,b/c,0
124633,426500,3.69,-0.0268,2667.38,360,608000,21720,688,70.14802632,15,type1,p4,l1,55-64,North,pr,nob/c,0
124634,256500,3.875,0.294,3483.88,360,298000,3060,676,86.0738255,38,type1,p4,l1,25-34,south,pr,nob/c,0
124635,246500,NULL,NULL,NULL,360,258000,0,605,95.54263566,8,type1,p1,l1,45-54,south,pr,nob/c,1
124636,146500,4.625,1.1169,1788.74,360,208000,5520,808,70.43269231,8,type2,p3,l2,45-54,south,pr,b/c,0
124637,326500,3.99,0.3848,3127.19,360,468000,4200,719,69.76495726,36,type1,p4,l1,>74,south,pr,nob/c,0
124638,456500,4.75,0.2252,81.08,360,1858000,7980,699,24.56942949,40,type1,p4,l1,65-74,North,pr,nob/c,0
124639,186500,4.125,0.6413,4140,360,248000,3420,586,75.2016129,42,type1,p3,l1,35-44,south,pr,nob/c,0
124640,126500,5.75,1.3593,0,360,168000,19260,833,75.29761905,44,type1,p2,l1,45-54,south,ir,nob/c,0
124641,426500,4.875,0.7891,1778.75,360,478000,20760,682,89.22594142,31,type1,p1,l1,35-44,North,pr,nob/c,0
124642,726500,4.5,0.248,1095,360,858000,11700,673,84.67365967,45,type1,p4,l2,25-34,south,pr,nob/c,0
124643,266500,NULL,NULL,NULL,360,278000,3600,876,95.86330935,42,type1,p1,l1,25-34,North,pr,nob/c,1
124644,536500,4.5,0.146,0,360,628000,12360,786,85.42993631,37,type1,p1,l1,45-54,North,pr,nob/c,0
124645,66500,4.375,1.6666,1805.18,360,78000,3780,896,85.25641026,34,type2,p1,l1,45-54,south,pr,b/c,0
124646,346500,4.375,0.8844,1250,180,438000,6480,607,79.10958904,44,type1,p3,l1,55-64,North,pr,nob/c,0
124647,486500,3.5,0.0223,6078.59,360,548000,6300,521,88.77737226,46,type1,p4,l1,25-34,south,pr,nob/c,0
124648,446500,3.75,0.0805,6216.57,360,688000,3960,772,64.89825581,57,type1,p3,l1,45-54,south,pr,nob/c,0
124649,316500,3.625,0.364,9966.99,360,428000,53700,628,73.94859813,18,type1,p4,l1,45-54,south,pr,nob/c,0
124650,246500,NULL,NULL,NULL,360,378000,0,809,65.21164021,6,type2,p3,l1,35-44,North,pr,b/c,1
124651,106500,3.625,0.8825,2958.59,360,138000,4200,577,77.17391304,26,type2,p3,l1,45-54,North,pr,b/c,0
124652,306500,NULL,NULL,NULL,300,NULL,3960,681,NULL,NULL,type3,p1,l2,25-34,North,pr,nob/c,1
124653,536500,4.375,0.7264,0,360,568000,6960,737,94.45422535,42,type1,p4,l1,35-44,North,pr,nob/c,0
124654,86500,NULL,NULL,NULL,300,NULL,2640,848,NULL,NULL,type1,p3,l2,55-64,North,pr,nob/c,1
124655,136500,NULL,NULL,NULL,180,NULL,1980,582,NULL,NULL,type1,p4,l1,>74,south,pr,nob/c,1
124656,136500,4.375,1.7359,1991.55,360,188000,5520,661,72.60638298,30,type2,p3,l1,45-54,North,pr,b/c,0
124657,706500,4.375,0.2779,0,360,888000,16860,710,79.56081081,28,type1,p4,l1,45-54,south,pr,nob/c,0
124658,736500,3.99,1.5641,0,360,778000,12660,757,94.66580977,42,type2,p1,l1,45-54,North,pr,b/c,0
124659,246500,2.875,-0.4628,295,360,2358000,18660,686,10.45377439,37,type1,p4,l1,65-74,central,pr,nob/c,0
